tool,id,filename,haverace,threads,dataset,races,elapsed-time(seconds),used-mem(KBs),compile-return,runtime-return
llov,050,"DRB050-functionparameter-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,051,"DRB051-getthreadnum-orig-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,052,"DRB052-indirectaccesssharebase-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,053,"DRB053-inneronly1-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,054,"DRB054-inneronly2-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,055,"DRB055-jacobi2d-parallel-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,056,"DRB056-jacobi2d-tile-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,057,"DRB057-jacobiinitialize-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,058,"DRB058-jacobikernel-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,059,"DRB059-lastprivate-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,060,"DRB060-matrixmultiply-orig-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,061,"DRB061-matrixvector1-orig-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,062,"DRB062-matrixvector2-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,063,"DRB063-outeronly1-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,064,"DRB064-outeronly2-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,065,"DRB065-pireduction-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,066,"DRB066-pointernoaliasing-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,067,"DRB067-restrictpointer1-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,068,"DRB068-restrictpointer2-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,069,"DRB069-sectionslock1-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,070,"DRB070-simd1-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,071,"DRB071-targetparallelfor-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,072,"DRB072-taskdep1-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,073,"DRB073-doall2-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,074,"DRB074-flush-orig-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,075,"DRB075-getthreadnum-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,076,"DRB076-flush-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,077,"DRB077-single-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,078,"DRB078-taskdep2-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,079,"DRB079-taskdep3-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,080,"DRB080-func-arg-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,081,"DRB081-func-arg-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,082,"DRB082-declared-in-func-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,083,"DRB083-declared-in-func-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,084,"DRB084-threadprivatemissing-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,085,"DRB085-threadprivate-orig-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,088,"DRB088-dynamic-storage-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,089,"DRB089-dynamic-storage2-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,090,"DRB090-static-local-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,091,"DRB091-threadprivate2-orig-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,092,"DRB092-threadprivatemissing2-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,093,"DRB093-doall2-collapse-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,094,"DRB094-doall2-ordered-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,095,"DRB095-doall2-taskloop-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,096,"DRB096-doall2-taskloop-collapse-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,097,"DRB097-target-teams-distribute-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,098,"DRB098-simd2-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,099,"DRB099-targetparallelfor2-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,102,"DRB102-copyprivate-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,103,"DRB103-master-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,104,"DRB104-nowait-barrier-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,105,"DRB105-taskwait-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,106,"DRB106-taskwaitmissing-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,107,"DRB107-taskgroup-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,108,"DRB108-atomic-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,109,"DRB109-orderedmissing-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,110,"DRB110-ordered-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,111,"DRB111-linearmissing-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,112,"DRB112-linear-orig-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,113,"DRB113-default-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,114,"DRB114-if-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,115,"DRB115-forsimd-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,116,"DRB116-target-teams-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,117,"DRB117-taskwait-waitonlychild-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,118,"DRB118-nestlock-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,119,"DRB119-nestlock-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,120,"DRB120-barrier-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,121,"DRB121-reduction-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,122,"DRB122-taskundeferred-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,123,"DRB123-taskundeferred-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,124,"DRB124-master-orig-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,125,"DRB125-single-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,126,"DRB126-firstprivatesections-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,127,"DRB127-tasking-threadprivate1-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,128,"DRB128-tasking-threadprivate2-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,129,"DRB129-mergeable-taskwait-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,130,"DRB130-mergeable-taskwait-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,131,"DRB131-taskdep4-orig-omp45-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,132,"DRB132-taskdep4-orig-omp45-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,133,"DRB133-taskdep5-orig-omp45-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,134,"DRB134-taskdep5-orig-omp45-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,135,"DRB135-taskdep-mutexinoutset-orig-no.c",false,N/A,N/A,NA,N/A,N/A,1,N/A
llov,136,"DRB136-taskdep-mutexinoutset-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,137,"DRB137-simdsafelen-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,138,"DRB138-simdsafelen-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,139,"DRB139-worksharingcritical-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,140,"DRB140-reduction-barrier-orig-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,141,"DRB141-reduction-barrier-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,142,"DRB142-acquirerelease-orig-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,143,"DRB143-acquirerelease-orig-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,144,"DRB144-critical-missingreduction-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,145,"DRB145-atomiccritical-orig-gpu-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,146,"DRB146-atomicupdate-orig-gpu-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,147,"DRB147-critical1-orig-gpu-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,148,"DRB148-critical1-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,149,"DRB149-missingdata1-orig-gpu-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,150,"DRB150-missinglock1-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,151,"DRB151-missinglock3-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,152,"DRB152-missinglock2-orig-gpu-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,153,"DRB153-missinglock2-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,154,"DRB154-missinglock3-orig-gpu-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,155,"DRB155-missingordered-orig-gpu-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,156,"DRB156-missingordered-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,157,"DRB157-missingorderedsimd-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,158,"DRB158-missingtaskbarrier-orig-gpu-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,159,"DRB159-nobarrier-orig-gpu-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,160,"DRB160-nobarrier-orig-gpu-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,161,"DRB161-nolocksimd-orig-gpu-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,162,"DRB162-nolocksimd-orig-gpu-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,163,"DRB163-simdmissinglock1-orig-gpu-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,164,"DRB164-simdmissinglock1-orig-gpu-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,165,"DRB165-taskdep4-orig-omp50-yes.c",true,N/A,N/A,NA,N/A,N/A,1,N/A
llov,166,"DRB166-taskdep4-orig-omp50-no.c",false,N/A,N/A,NA,N/A,N/A,1,N/A
llov,167,"DRB167-taskdep4-orig-omp50-no.c",false,N/A,N/A,NA,N/A,N/A,1,N/A
llov,168,"DRB168-taskdep5-orig-omp50-yes.c",true,N/A,N/A,NA,N/A,N/A,1,N/A
llov,169,"DRB169-missingsyncwrite-orig-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,170,"DRB170-nestedloops-orig-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,171,"DRB171-threadprivate3-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,172,"DRB172-critical2-orig-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,173,"DRB173-non-sibling-taskdep-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,174,"DRB174-non-sibling-taskdep-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,175,"DRB175-non-sibling-taskdep2-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,176,"DRB176-fib-taskdep-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,177,"DRB177-fib-taskdep-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,178,"DRB178-input-dependence-var-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,179,"DRB179-thread-sensitivity-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,180,"DRB180-miniAMR-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,181,"DRB181-SmithWaterman-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,182,"DRB182-atomic3-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,183,"DRB183-atomic3-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,184,"DRB184-barrier1-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,185,"DRB185-barrier1-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,186,"DRB186-barrier2-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,187,"DRB187-barrier2-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,188,"DRB188-barrier3-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,189,"DRB189-barrier3-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,190,"DRB190-critical-section2-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,191,"DRB191-critical-section2-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,192,"DRB192-critical-section3-no.c",false,N/A,N/A,NA,N/A,N/A,254,N/A
llov,193,"DRB193-critical-section3-yes.c",true,N/A,N/A,NA,N/A,N/A,254,N/A
llov,194,"DRB194-diffusion1-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,195,"DRB195-diffusion1-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,196,"DRB196-diffusion2-no.c",false,N/A,N/A,0,N/A,N/A,0,N/A
llov,197,"DRB197-diffusion2-yes.c",true,N/A,N/A,0,N/A,N/A,0,N/A
llov,198,"DRB198-prodcons-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,199,"DRB199-prodcons-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,200,"DRB200-sync1-no.c",false,N/A,N/A,1,N/A,N/A,0,N/A
llov,201,"DRB201-sync1-yes.c",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,202,"DRB202-simd-broadcast-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,203,"DRB203-simd-broadcast-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,204,"DRB204-simd-gather-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,205,"DRB205-simd-gatherscatter-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,206,"DRB206-simd-scatter-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,207,"DRB207-simd-loadstore-yes.c",true,N/A,N/A,NA,N/A,N/A,0,N/A
llov,208,"DRB208-simd-loadstore-no.c",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,086,"DRB086-static-data-member-orig-yes.cpp",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,087,"DRB087-static-data-member2-orig-yes.cpp",true,N/A,N/A,1,N/A,N/A,0,N/A
llov,100,"DRB100-task-reference-orig-no.cpp",false,N/A,N/A,NA,N/A,N/A,0,N/A
llov,101,"DRB101-task-value-orig-no.cpp",false,N/A,N/A,NA,N/A,N/A,0,N/A
